player_id,player_name,season,team,position,age,games,snap_share,route_participation,target_share,targets_per_game,air_yards_share,adot,catch_rate,yptarget,yac_per_rec,rush_share,carries_per_game,ypc,rz_target_share,rz_rush_share,inside5_rush_share,inside10_target_share,rush_td,rec_td,pass_att_share,ypa,sack_rate,pass_td,receiving_yards,rushing_yards,passing_yards
00-0022942,Philip Rivers,2025,IND,QB,,3,0.9700000000000001,,0.0,0.0,0.0,,,,,0.027777777777777776,0.6666666666666666,-0.5,,0.0,0.0,,0,0,0.9787234042553191,5.913043478260869,0.05154639175257732,4,0,-1,544
00-0023459,Aaron Rodgers,2025,PIT,QB,,16,0.9529411764705882,,0.0020408163265306124,0.0625,-0.0030303030303030303,-9.0,1.0,-9.0,0.0,0.05660377358490566,1.3125,2.9047619047619047,0.0,0.041666666666666664,0.07407407407407407,0.0,1,0,0.9595375722543352,6.670682730923695,0.05502846299810247,24,-9,61,3322
00-0024243,Marcedes Lewis,2025,DEN,TE,,1,0.242,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,0,0,0.0,,,0,0,0,0
00-0026158,Joe Flacco,2025,CIN,QB,,13,0.7784615384615384,,0.0,0.0,0.0,,,,,0.07,1.6153846153846154,1.6666666666666667,,0.0784313725490196,0.14285714285714285,,1,0,0.7954110898661568,5.959134615384615,0.041474654377880185,15,0,35,2479
00-0026300,Josh Johnson,2025,WAS,QB,,3,0.492,,0.0,0.0,0.0,,,,,0.14457831325301204,4.0,4.583333333333333,,0.06666666666666667,0.058823529411764705,,1,0,0.7941176470588235,6.888888888888889,0.03571428571428571,1,0,55,372
00-0026498,Matthew Stafford,2025,LA,QB,,17,0.9875,,0.0,0.0,0.0,,,,,0.06236559139784946,1.7058823529411764,0.034482758620689655,,0.03488372093023256,0.03125,,0,0,1.0,7.884422110552764,0.037096774193548385,46,0,1,4707
00-0027973,Andy Dalton,2025,CAR,QB,,4,0.38,,0.0,0.0,0.0,,,,,0.040983606557377046,1.25,-0.4,,0.0,0.0,,0,0,0.31896551724137934,7.918918918918919,0.17777777777777778,1,0,-2,293
00-0028118,Tyrod Taylor,2025,NYJ,QB,,6,0.6699999999999999,,0.0,0.0,0.0,,,,,0.2,4.5,5.296296296296297,,0.23076923076923078,0.0,,1,0,0.7165775401069518,5.813432835820896,0.0945945945945946,5,0,143,779
00-0029263,Russell Wilson,2025,NYG,QB,,6,0.5433333333333333,,0.0,0.0,0.0,,,,,0.0989010989010989,3.0,5.888888888888889,,0.17073170731707318,0.06666666666666667,,0,0,0.616580310880829,6.983193277310924,0.07751937984496124,3,0,106,831
00-0029604,Kirk Cousins,2025,ATL,QB,,10,0.861,,0.0,0.0,0.0,,,,,0.050724637681159424,1.4,0.5,,0.029411764705882353,0.06666666666666667,,1,0,0.838006230529595,6.397769516728625,0.04609929078014184,10,0,7,1721
