player_id,ngs_time_to_throw,ngs_aggressiveness,ngs_cpoe,ngs_intended_air_yards,ngs_air_yards_to_sticks,ngs_separation,ngs_cushion,ngs_yac_above_expected,ngs_intended_air_yards_rec,ngs_air_yards_share,ngs_ryoe_per_att,ngs_eight_box_rate,ngs_time_to_los,ngs_rush_efficiency
00-0039065,,,,,,4.046083483037949,5.575,0.030215369221412658,4.214999999999997,14.33125079688894,,,,
00-0039066,,,,,,2.802880799162523,4.043333333333333,-0.41234583368288336,4.118571428571427,12.997610567602901,,,,
00-0039075,,,,,,1.6181057633546017,5.22,4.919995316575973,11.96,45.20030234315949,,,,
00-0039139,,,,,,,,,,,0.7859079514700775,20.689655172413794,2.6395384615384616,3.4711538461538463
00-0039146,,,,,,3.8818549745854485,8.503333333333332,0.5025227494715001,6.175714285714286,9.775898328848283,,,,
00-0039150,3.024945945945946,16.216216216216218,4.671621621621624,10.041818181818181,1.9509090909090907,,,,,,,,,
00-0039163,2.7871315789473683,21.052631578947366,8.586842105263159,7.817837837837837,-1.236216216216216,,,,,,,,,
00-0039337,,,,,,2.8370324401699825,8.243333333333332,-0.28468855781251934,11.076666666666668,40.17328228893814,,,,
00-0039424,,,,,,3.047507383013112,6.17,-0.18033118306137164,7.084444444444444,13.875650149071836,,,,
00-0039491,,,,,,1.8529831997877113,6.658888888888889,0.26048373799375835,13.828888888888889,37.29809104258443,,,,
00-0039732,2.983678571428572,10.714285714285714,-9.097857142857146,4.334074074074076,-5.480740740740739,,,,,,,,,
00-0039738,,,,,,,,,,,0.068185045683812,10.0,2.58625,3.205925925925926
00-0039739,,,,,,2.911621890712564,5.951666666666667,-1.118598446315563,20.038333333333338,34.163043787116756,,,,
00-0039794,,,,,,,,,,,0.3906239147302756,10.0,2.512111111111111,3.8292499999999996
00-0039811,,,,,,,,,,,-0.8751439915038344,7.6923076923076925,2.9006,5.472972972972973
00-0039851,2.82269696969697,6.0606060606060606,3.1512121212121214,6.37258064516129,-3.369354838709678,,,,,,,,,
00-0039880,,,,,,2.9661121631977294,4.645714285714285,-0.8375565267148612,15.967500000000001,39.26595352268536,,,,
00-0039894,,,,,,4.1500912765640265,9.195,-1.4129103405049603,7.9433333333333325,40.717642033319095,,,,
00-0039910,3.414794117647059,14.705882352941178,-4.784999999999995,8.642068965517241,-0.5993103448275857,,,,,,,,,
00-0039915,,,,,,2.6638435302337737,7.428571428571429,-0.4674628110508183,14.75285714285714,35.37734233154054,,,,
00-0039918,3.1567586206896547,13.793103448275861,11.416551724137936,10.415384615384616,1.530769230769231,,,,,,,,,
00-0040122,,,,,,,,,,,0.5779948027831164,34.78260869565217,2.99315,3.7570588235294116
00-0040124,,,,,,2.8328725787907576,6.5375000000000005,-0.9898088140814458,14.00375,33.57307680781564,,,,
00-0040128,,,,,,2.4006326261777273,4.772,1.0598280078776552,4.381999999999998,11.500104975855548,,,,
00-0040129,,,,,,2.4049285451407414,7.4399999999999995,1.1762131372885625,13.751666666666665,65.16348128257779,,,,
00-0040134,,,,,,3.7896693709513936,7.3133333333333335,-0.45224259003871126,3.8583333333333365,19.782943086651862,,,,
00-0040236,,,,,,,,,,,5.046043947152134,20.0,2.4365,2.1747
00-0040242,,,,,,,,,,,-0.5305701775344982,6.25,2.6225,3.2577777777777777
00-0040584,,,,,,4.494140979579546,7.925,-0.4121073587125448,4.693999999999998,14.627609847304454,,,,
00-0040666,,,,,,,,,,,-0.7151690826019775,8.333333333333332,2.6738,4.932093023255814
00-0040667,,,,,,2.4827202262107844,6.513333333333333,1.0918024327594615,12.217500000000001,33.15393139006355,,,,
00-0040676,2.9029375,6.25,-5.584062499999998,5.730357142857142,-2.483928571428573,,,,,,,,,
00-0040691,2.6393793103448275,17.24137931034483,10.925172413793105,8.556896551724138,-0.2706896551724126,,,,,,,,,
00-0040715,,,,,,,,,,,1.384600502500163,22.22222222222222,2.758705882352941,3.8474074074074074
00-0040719,,,,,,,,,,,0.35059946044735757,26.666666666666668,3.13725,4.474545454545455
00-0040727,,,,,,2.580474445927701,5.6579999999999995,-2.0130308552095633,7.483333333333332,15.381453187626324,,,,
00-0040735,,,,,,2.8016401929900154,10.636,2.109608557222214,7.106,13.120384047267356,,,,
00-0040743,2.602472727272727,14.285714285714285,-0.47517857142856945,8.83673076923077,0.009807692307693227,,,,,,,,,
00-0040784,,,,,,,,,,,-1.1351416927400286,0.0,2.6907272727272726,5.318484848484848
00-0041027,,,,,,,,,,,0.9176699811875831,0.0,3.0933636363636365,4.601463414634146
00-0041052,,,,,,,,,,,-0.37957431242767725,0.0,2.6847857142857143,3.7310769230769227
00-0041438,,,,,,3.563964587518594,4.783333333333333,-0.6455101066731315,10.224999999999996,38.2362106575257,,,,
00-0041512,,,,,,,,,,,0.6834211191852738,40.0,3.479888888888889,4.378846153846154
00-0041523,,,,,,5.284863384749847,4.527142857142858,0.7889877173461146,16.678571428571427,35.88774130087299,,,,
00-0041547,,,,,,3.6004272902400674,6.12,-0.9808369645490895,13.236,27.776378745907838,,,,
