pfr_id,rush_ybc_att,rush_yac_att,rush_broken_tackles,rush_att_per_broken,pfr_rush_att,rec_ybc_per_rec,rec_yac_per_rec,pfr_adot,rec_broken_tackles,rec_drop_pct,pfr_targets,player_id
KmetCo00,,,,,,6.6,5.0,8.8,2.0,0.042,48.0,00-0036290
KnigZo00,1.6,1.6,5.0,16.4,82.0,0.4,6.9,1.2,1.0,0.032,31.0,00-0037157
KnoxDa00,,,,,,6.5,5.1,6.7,0.0,0.040999999999999995,49.0,00-0035689
KolaCh00,,,,,,9.0,5.2,7.1,1.0,0.067,15.0,00-0038046
KrafTu00,3.0,0.0,0.0,,1.0,4.5,10.8,4.7,6.0,0.068,44.0,00-0038996
KrulLu00,,,,,,5.5,2.0,5.0,0.0,0.0,4.0,00-0037539
KuppCo00,,,,,,6.4,6.2,7.4,2.0,0.043,70.0,00-0033908
LaPoSa01,,,,,,5.4,6.9,5.7,5.0,0.0,49.0,00-0039065
LambCe00,0.0,2.0,0.0,,1.0,10.1,4.3,11.7,6.0,0.068,117.0,00-0036358
LambKe01,,,,,,6.0,4.2,17.6,1.0,0.0,12.0,00-0040184
LancTr00,4.2,0.8,1.0,17.0,17.0,,,,,,,00-0037012
LaneJa00,5.0,2.0,0.0,,1.0,11.6,2.4,13.3,0.0,0.031,32.0,00-0040164
LarvGa00,3.0,0.0,0.0,,1.0,6.1,4.0,8.9,0.0,0.14300000000000002,14.0,00-0040259
LatuKe00,,,,,,3.0,5.8,3.0,2.0,0.0,4.0,00-0040363
LaubDy00,0.4,0.9,0.0,,7.0,-2.0,8.0,-1.5,1.0,0.0,4.0,00-0039407
LawrTr00,3.3,1.1,5.0,16.4,82.0,,,,,,,00-0036971
LazaAl00,,,,,,3.7,3.3,7.9,0.0,0.055999999999999994,18.0,00-0034521
LegeXa00,0.0,0.0,0.0,,1.0,8.2,2.1,9.6,0.0,0.031,64.0,00-0039342
LeonRi02,4.3,0.2,0.0,,6.0,,,,0.0,,0.0,00-0040206
LikeIs00,,,,,,7.0,4.3,8.0,1.0,0.027999999999999997,36.0,00-0037838
LockDr00,-0.8,0.0,0.0,,6.0,,,,,,,00-0035704
LockTy00,,,,,,6.6,2.5,7.6,1.0,0.055,55.0,00-0032211
LockTy00,,,,,,4.2,2.8,7.3,0.0,0.048,21.0,00-0032211
LockTy00,,,,,,7.7,2.3,7.8,1.0,0.059000000000000004,34.0,00-0032211
LondDr00,,,,,,10.1,3.4,10.9,0.0,0.009000000000000001,112.0,00-0037238
LongHu00,,,,,,4.5,2.6,4.1,0.0,0.235,17.0,00-0037004
LoveCo00,-2.0,0.0,0.0,,1.0,8.0,4.3,9.0,4.0,0.012,82.0,00-0040126
LoveJo03,3.1,1.1,2.0,23.5,47.0,,,,,,,00-0036264
LuepHu00,1.6,2.8,0.0,,16.0,-0.8,9.2,-0.2,1.0,0.067,15.0,00-0038738
MafaPh00,2.2,1.4,0.0,,5.0,-5.5,11.0,-5.5,1.0,0.0,2.0,00-0040021
MahoPa00,5.6,1.0,4.0,16.0,64.0,-8.0,-2.0,-8.0,0.0,0.0,1.0,00-0033873
MallWi00,,,,,,16.0,0.0,16.0,0.0,0.0,1.0,00-0038394
ManhCh00,,,,,,1.0,6.0,5.5,0.0,0.0,2.0,00-0031484
MannBr01,-34.0,0.0,0.0,,1.0,,,,,,,00-0036313
MariMa01,5.3,0.6,0.0,,50.0,,,,,,,00-0032268
MarkWo00,1.8,1.8,6.0,32.7,196.0,-0.6,9.3,2.1,3.0,0.055999999999999994,36.0,00-0040583
MartDa01,,,,,,3.5,4.0,3.8,1.0,0.0,6.0,00-0039648
MartTa00,,,,,,9.0,2.5,9.0,0.0,0.0,2.0,00-0037524
MasoJo00,2.3,2.4,13.0,12.2,159.0,-3.6,7.3,-3.3,1.0,0.0,16.0,00-0037525
MataMo00,,,,,,2.5,2.5,2.5,0.0,0.0,2.0,00-0040244
MatlSc00,,,,,,0.0,3.0,0.0,0.0,0.0,4.0,00-0038614
MayeDr00,3.3,1.1,2.0,51.5,103.0,-8.0,10.0,-8.0,0.0,0.0,1.0,00-0039851
MayeMi00,,,,,,3.8,5.6,4.8,1.0,0.02,50.0,00-0039066
MayfBa00,5.1,1.8,7.0,7.9,55.0,,,,,,,00-0034855
McBrTr01,,,,,,5.2,4.6,6.8,9.0,0.012,169.0,00-0037744
McCaCh01,2.3,1.5,10.0,31.1,311.0,2.0,7.1,2.3,11.0,0.054000000000000006,129.0,00-0033280
McCaJJ00,3.2,1.7,5.0,7.4,37.0,,,,,,,00-0039923
McCaLu00,,,,,,12.2,6.3,14.5,0.0,0.0,15.0,00-0039355
McClRa00,,,,,,3.3,6.6,5.6,0.0,0.067,15.0,00-0034407
McClRa00,,,,,,3.0,7.7,5.6,0.0,0.071,14.0,00-0034407
McClRa00,,,,,,5.0,0.0,5.0,0.0,0.0,1.0,00-0034407
McCoLa00,,,,,,7.3,4.7,9.9,5.0,0.057,106.0,00-0039915
McKeTa01,0.4,0.6,0.0,,8.0,,,,,,,00-0038400
McLaJa00,3.1,2.0,2.0,18.5,37.0,-3.0,9.8,-3.8,1.0,0.16699999999999998,6.0,00-0038794
McLaTe00,,,,,,12.9,2.4,13.9,6.0,0.017,60.0,00-0035659
McMiJa01,0.0,1.0,0.0,,1.0,9.9,4.9,11.9,0.0,0.067,15.0,00-0039855
McMiTe00,,,,,,10.6,3.8,11.6,2.0,0.066,122.0,00-0040124
McNiJe00,1.5,3.5,6.0,7.3,44.0,-1.0,8.9,-0.7,2.0,0.032,31.0,00-0033955
MeltBo00,5.0,2.0,0.0,,5.0,25.0,1.8,17.1,0.0,0.077,13.0,00-0037091
MetcDK00,5.0,1.0,0.0,,2.0,7.4,7.0,10.5,8.0,0.051,99.0,00-0035640
MetcJo00,-2.0,0.3,0.0,,3.0,4.1,4.2,5.6,1.0,0.063,48.0,00-0037614
MetcJo00,-2.0,0.3,0.0,,3.0,1.5,3.0,1.5,0.0,0.0,4.0,00-0037614
MetcJo00,-2.0,0.3,0.0,,3.0,4.4,4.4,6.0,1.0,0.068,44.0,00-0037614
MeyeJa01,1.0,1.6,0.0,,5.0,7.4,3.8,9.1,4.0,0.018000000000000002,110.0,00-0034960
MeyeJa01,1.0,1.6,0.0,,5.0,6.0,4.6,8.8,4.0,0.02,49.0,00-0034960
MeyeJa01,1.0,1.6,0.0,,5.0,8.4,3.1,9.4,0.0,0.016,61.0,00-0034960
MillDa02,3.8,0.8,0.0,,13.0,,,,,,,00-0036898
MillKe01,1.5,2.6,7.0,6.7,47.0,-1.0,7.0,-1.0,1.0,0.0,5.0,00-0038551
MillRy01,,,,,,17.0,0.0,17.5,0.0,0.25,4.0,00-0038824
MillSc01,,,,,,3.4,3.4,5.3,0.0,0.0,14.0,00-0035298
MilrJa00,0.3,1.0,0.0,,3.0,,,,,,,00-0040673
MiltJo00,8.4,1.6,0.0,,5.0,,,,,,,00-0039398
MiltKe01,1.0,0.0,0.0,,2.0,,,,,,,00-0039266
MimsMa00,4.8,1.7,1.0,12.0,12.0,2.5,6.2,9.4,3.0,0.02,51.0,00-0038976
MingJo00,,,,,,21.0,4.0,19.4,0.0,0.2,5.0,00-0039062
MinsGa00,0.3,0.0,0.0,,6.0,,,,,,,00-0035289
MitcAd00,-4.0,0.0,0.0,,1.0,11.3,2.4,14.9,0.0,0.027000000000000003,74.0,00-0039890
MitcAd00,-4.0,0.0,0.0,,1.0,11.2,5.7,16.1,0.0,0.0,16.0,00-0039890
MitcAd00,-4.0,0.0,0.0,,1.0,11.3,1.2,14.6,0.0,0.034,58.0,00-0039890
MitcEl00,,,,,,,,16.0,0.0,0.0,1.0,00-0036567
MitcJa00,,,,,,2.3,7.0,2.3,0.0,0.0,3.0,00-0037282
MitcKe01,3.6,2.2,2.0,29.5,59.0,-2.4,9.4,-2.3,0.0,0.083,12.0,00-0038454
MitcZa00,,,,,,6.0,2.5,4.3,0.0,0.0,3.0,00-0037340
MitcZa00,,,,,,3.0,0.0,2.0,0.0,0.0,2.0,00-0037340
MitcZa00,,,,,,9.0,5.0,9.0,0.0,0.0,1.0,00-0037340
MonaKy00,2.7,1.9,5.0,33.8,169.0,0.1,9.0,-0.3,3.0,0.2,30.0,00-0040236
MontDa01,2.3,2.2,3.0,52.7,158.0,-0.3,8.3,0.5,0.0,0.0,29.0,00-0035685
MoonDa00,,,,,,11.6,2.3,13.9,1.0,0.069,72.0,00-0036309
MoorCh00,7.0,2.0,0.0,,1.0,14.0,4.8,14.4,0.0,0.13,23.0,00-0032398
MoorD.00,3.9,1.4,2.0,7.5,15.0,9.2,4.4,11.5,4.0,0.035,85.0,00-0034827
MoorDa03,6.0,6.0,0.0,,1.0,5.0,0.0,5.0,0.0,0.0,1.0,00-0033589
MoorEl00,2.8,1.2,2.0,3.0,6.0,6.0,6.4,8.4,1.0,0.059000000000000004,17.0,00-0036980
MoorMa04,,,,,,3.0,0.0,3.0,0.0,0.0,1.0,00-0040165
MoorSk01,4.5,1.0,0.0,,2.0,11.6,5.8,15.7,2.0,0.0,7.0,00-0038090
MoreFo00,,,,,,2.1,6.3,1.0,1.0,0.2,10.0,00-0034981
MorrQu00,,,,,,5.7,3.5,5.0,0.0,0.0,9.0,00-0036590
MostRa00,1.6,3.1,2.0,11.0,22.0,-1.3,7.2,-1.3,0.0,0.0,12.0,00-0031687
MullKa00,1.3,1.0,0.0,,3.0,,,,,,,00-0040205
MullNi00,-0.7,0.0,0.0,,12.0,,,,,,,00-0033319
MumpKo00,,,,,,6.7,2.5,9.7,0.0,0.087,23.0,00-0040590
MundJo00,,,,,,3.9,8.4,5.1,2.0,0.158,19.0,00-0033246
MurrKy00,4.5,1.5,2.0,14.5,29.0,,,,,,,00-0035228
MusgLu00,,,,,,7.6,2.9,8.6,0.0,0.032,31.0,00-0039144
NabeMa00,,,,,,12.2,2.9,15.9,0.0,0.028999999999999998,35.0,00-0039337
NacuPu00,3.4,7.1,1.0,10.0,10.0,8.1,5.2,9.3,11.0,0.024,166.0,00-0039075
NailJa00,0.5,6.0,0.0,,2.0,11.4,3.9,12.5,2.0,0.019,53.0,00-0037291
NealDe00,1.7,1.9,1.0,57.0,57.0,-2.0,8.1,-2.0,2.0,0.053,19.0,00-0040202
NixxBo00,3.5,0.7,0.0,,83.0,,,2.0,0.0,0.0,1.0,00-0039732
NjokDa00,,,,,,4.0,4.8,5.3,3.0,0.021,48.0,00-0033885
NoelJa00,1.2,0.8,0.0,,6.0,7.4,3.8,9.0,0.0,0.028999999999999998,35.0,00-0040138
NwanKe00,1.8,1.9,0.0,,13.0,,,-6.0,0.0,0.0,1.0,00-0036842
OConAi00,7.0,0.0,0.0,,1.0,,,,,,,00-0038579
OdunRo00,,,,,,10.2,4.9,13.9,1.0,0.022000000000000002,90.0,00-0039919
OgleAn00,,,,,,4.5,2.3,5.8,0.0,0.0,6.0,00-0037292
OgunDa00,1.0,1.3,0.0,,11.0,2.0,5.6,1.8,0.0,0.077,13.0,00-0033854
OkonCh00,,,,,,3.9,6.1,4.7,6.0,0.063,79.0,00-0037809
OkwuAl00,,,,,,0.4,6.8,3.0,0.0,0.0,6.0,00-0036423
OladCh00,3.6,0.0,0.0,,5.0,,,,,,,00-0037324
OlavCh00,-3.0,0.0,0.0,,1.0,8.7,2.9,11.8,2.0,0.032,156.0,00-0037239
OlivBr02,,,,,,6.0,2.0,6.0,0.0,0.0,1.0,00-0039650
OlivJo00,,,,,,3.9,6.8,3.4,0.0,0.0,19.0,00-0035249
OlszGu00,,,,,,7.1,7.4,10.0,0.0,0.0,13.0,00-0035645
OttoCa00,,,,,,4.5,5.2,5.1,6.0,0.012,81.0,00-0038129
OwenCo00,,,,,,,,2.0,0.0,1.0,1.0,00-0040352
PachIs00,2.2,1.8,2.0,59.0,118.0,-1.1,6.4,-1.0,1.0,0.115,26.0,00-0037197
PalmJo00,,,,,,11.3,2.5,11.5,0.0,0.0,37.0,00-0036988
ParkCo02,,,,,,3.2,6.3,4.4,4.0,0.054000000000000006,56.0,00-0036244
PatrTi00,,,,,,8.9,3.6,10.8,1.0,0.083,24.0,00-0033375
PattJa01,1.6,2.3,1.0,41.0,41.0,0.0,2.7,-0.3,0.0,0.0,4.0,00-0036755
PearRi00,-4.5,3.5,2.0,1.0,2.0,12.6,2.1,14.1,0.0,0.019,53.0,00-0039916
PeniMi00,3.0,0.3,0.0,,21.0,,,,,,,00-0039917
PeriSa00,2.3,2.3,4.0,21.0,84.0,-1.3,6.4,-1.5,2.0,0.048,21.0,00-0033526
PettDa00,,,,,,4.6,9.6,9.5,2.0,0.0,11.0,00-0034860
PickGe00,,,,,,10.2,5.2,11.3,6.0,0.028999999999999998,137.0,00-0037247
PickKe00,3.6,0.8,1.0,5.0,5.0,,,,,,,00-0038102
PierAl00,,,,,,17.6,3.7,18.9,1.0,0.012,84.0,00-0037664
PierDa01,0.9,1.7,2.0,7.0,14.0,,,-4.0,0.0,1.0,1.0,00-0037258
PierDa01,0.7,1.9,2.0,5.0,10.0,,,-4.0,0.0,1.0,1.0,00-0037258
PierDa01,1.3,1.3,0.0,,4.0,,,-4.0,0.0,1.0,1.0,00-0037258
PittKy00,,,,,,6.0,4.5,7.4,2.0,0.017,118.0,00-0036970
PittMi01,,,,,,6.6,3.2,8.2,3.0,0.054000000000000006,111.0,00-0036252
PolaIs00,2.0,1.0,0.0,,1.0,,,,,,,00-0037512
PollTo00,2.6,1.8,16.0,15.1,242.0,0.1,6.2,0.3,2.0,0.049,41.0,00-0035261
PrenAd00,3.0,1.4,0.0,,10.0,1.7,7.2,1.1,0.0,0.125,8.0,00-0036727
PresDa01,2.6,0.7,3.0,17.7,53.0,,,,,,,00-0033077
ProcJa00,,,,,,10.5,0.3,14.6,0.0,0.0,12.0,00-0036133
PurdBr00,3.8,0.6,0.0,,33.0,,,,,,,00-0037834
RattSp00,3.5,1.9,4.0,7.8,31.0,0.0,0.0,2.0,0.0,0.0,2.0,00-0039376
RaymKa00,3.0,6.5,0.0,,2.0,5.5,6.5,5.6,1.0,0.0,30.0,00-0032464
ReedJa03,5.3,4.0,1.0,3.0,3.0,6.4,4.5,8.1,2.0,0.045,22.0,00-0039146
ReimTi00,,,,,,3.7,2.3,5.2,1.0,0.0,5.0,00-0039737
RemiNi00,8.0,3.0,0.0,,1.0,18.0,3.0,18.0,0.0,0.0,1.0,00-0038519
RenfHu00,,,,,,4.3,1.6,7.5,0.0,0.0,26.0,00-0034983
RestXa00,,,,,,10.7,3.0,11.0,0.0,0.0,7.0,00-0040522
ReynCr00,1.3,0.0,0.0,,3.0,,,,,,,00-0035567
ReynJo00,,,,,,7.9,1.3,13.1,2.0,0.0,21.0,00-0033943
RicaPa00,2.0,1.0,0.0,,1.0,6.0,2.0,4.0,0.0,0.0,2.0,00-0033376
RiccGi00,,,,,,,,3.0,0.0,0.0,1.0,00-0035956
RiceRa01,2.6,1.4,0.0,,5.0,3.0,7.8,4.3,3.0,0.064,78.0,00-0039067
RichAn03,-0.3,0.0,0.0,,4.0,2.0,7.0,2.0,0.0,0.0,1.0,00-0039164
RidlCa00,,,,,,12.9,4.9,12.8,0.0,0.111,36.0,00-0034837
RivePh00,-0.5,0.0,0.0,,2.0,,,,,,,00-0022942
RiveRo01,2.9,2.2,0.0,,9.0,,,,,,,00-0037557
RobiBi01,2.8,2.3,22.0,13.0,287.0,-0.5,10.8,0.9,10.0,0.039,103.0,00-0038542
RobiBr01,2.6,1.8,10.0,9.2,92.0,-1.3,4.4,0.0,0.0,0.0,12.0,00-0037746
RobiDe01,4.0,2.0,0.0,,1.0,10.9,1.6,13.5,1.0,0.028999999999999998,35.0,00-0032775
RobiWa01,0.3,1.3,0.0,,3.0,6.8,4.2,8.5,6.0,0.028999999999999998,140.0,00-0038117
RodgAa00,2.8,0.1,0.0,,21.0,-9.0,0.0,-9.0,0.0,0.0,1.0,00-0023459
RodrCh00,1.5,3.0,13.0,8.6,112.0,1.3,8.7,4.0,0.0,0.0,4.0,00-0038611
RoyaJa00,,,,,,0.0,2.0,7.3,0.0,0.0,3.0,00-0040646
RuckJe00,,,,,,3.5,4.3,3.6,0.0,0.034,29.0,00-0037805
RudoMa00,0.6,0.3,0.0,,7.0,,,,,,,00-0034771
RunyCa00,,,,,,-3.0,6.0,-3.0,0.0,0.0,1.0,00-0040488
RushCo00,-1.0,0.0,0.0,,4.0,,,,,,,00-0033662
RussBr00,,,,,,,,0.0,0.0,1.0,1.0,00-0038488
SampDr00,1.0,2.0,0.0,,1.0,-0.2,7.3,0.2,1.0,0.0,20.0,00-0035631
SampDy00,1.2,1.5,6.0,10.8,65.0,-1.4,9.6,-1.5,2.0,0.0,40.0,00-0040162
SamuCu00,,,,,,7.7,3.9,16.1,0.0,0.0,9.0,00-0033282
SamuDe00,1.8,2.6,2.0,8.5,17.0,3.6,6.5,5.2,6.0,0.061,99.0,00-0035719
SandJa01,,,,,,3.6,3.0,4.8,1.0,0.028999999999999998,34.0,00-0039356
SandMi01,4.1,1.8,1.0,20.0,20.0,-1.8,5.5,-1.8,0.0,0.0,8.0,00-0035243
SandRa00,1.2,2.2,0.0,,27.0,2.3,4.7,3.5,1.0,0.0,4.0,00-0040466
SandSh00,5.5,2.6,1.0,21.0,21.0,,,,,,,00-0040668
SaubEr00,,,,,,3.8,4.0,4.0,0.0,0.0,7.0,00-0033576
SaylJa00,2.5,3.0,1.0,2.0,2.0,,,,,,,00-0038896
SchoLu00,,,,,,3.6,5.9,7.1,1.0,0.043,23.0,00-0038547
SchuDa00,,,,,,5.1,4.4,6.2,3.0,0.019,106.0,00-0034383
ScotZa00,1.6,1.9,1.0,32.0,32.0,-0.5,7.5,1.1,1.0,0.0,16.0,00-0038440
ShahRa00,6.8,0.9,0.0,,9.0,8.6,3.0,11.4,2.0,0.0,92.0,00-0037545
ShahRa00,6.8,0.9,0.0,,9.0,8.1,3.3,11.3,2.0,0.0,66.0,00-0037545
ShahRa00,6.8,0.9,0.0,,9.0,10.3,2.2,11.7,0.0,0.0,26.0,00-0037545
ShahRa00,2.0,0.5,0.0,,2.0,8.6,3.0,11.4,2.0,0.0,92.0,00-0037545
ShahRa00,2.0,0.5,0.0,,2.0,8.1,3.3,11.3,2.0,0.0,66.0,00-0037545
ShahRa00,2.0,0.5,0.0,,2.0,10.3,2.2,11.7,0.0,0.0,26.0,00-0037545
ShahRa00,8.1,1.0,0.0,,7.0,8.6,3.0,11.4,2.0,0.0,92.0,00-0037545
ShahRa00,8.1,1.0,0.0,,7.0,8.1,3.3,11.3,2.0,0.0,66.0,00-0037545
ShahRa00,8.1,1.0,0.0,,7.0,10.3,2.2,11.7,0.0,0.0,26.0,00-0037545
ShakKh00,5.0,0.0,0.0,,1.0,2.5,7.5,3.7,7.0,0.032,95.0,00-0037261
ShavTy00,,,,,,12.1,4.3,13.4,0.0,0.0,23.0,00-0038679
ShepSt00,4.3,0.5,0.0,,4.0,5.7,3.8,8.5,2.0,0.0,53.0,00-0032385
SherTr00,,,,,,2.3,4.7,9.0,0.0,0.0,5.0,00-0034487
SherTr00,,,,,,2.3,4.7,9.8,0.0,0.0,4.0,00-0034487
SherTr00,,,,,,,,6.0,0.0,0.0,1.0,00-0034487
ShipWi00,2.0,1.5,0.0,,14.0,-0.8,7.0,-0.8,0.0,0.083,12.0,00-0039746
ShouTy00,3.3,0.8,2.0,22.5,45.0,,,,,,,00-0040743
SillDa01,,,,,,7.5,3.1,10.9,1.0,0.139,36.0,00-0035359
SimmJe01,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,00-0035643
SimsBe00,,,,,,8.3,1.7,12.2,0.0,0.0,6.0,00-0038809
SimsSt00,,,,,,,,2.0,0.0,1.0,1.0,00-0034928
SingDe00,1.8,1.8,4.0,29.8,119.0,-0.6,9.0,-0.6,4.0,0.053,19.0,00-0035250
SinnBe00,,,,,,4.6,5.7,8.2,1.0,0.0,13.0,00-0039912
SkatCa00,2.2,1.9,7.0,14.4,101.0,-0.1,8.7,-0.2,4.0,0.0,32.0,00-0040715
SkinQu00,,,,,,4.0,6.0,4.0,0.0,0.0,1.0,00-0040406
SkowBe00,,,,,,11.5,5.8,10.0,0.0,0.0,6.0,00-0036862
SlayDa01,,,,,,9.2,5.4,13.0,2.0,0.079,63.0,00-0035535
SmarSt00,,,,,,3.6,3.9,4.7,0.0,0.0,9.0,00-0037475
SmitAr01,2.3,1.0,0.0,,4.0,2.7,4.7,13.5,1.0,0.063,16.0,00-0040582
SmitBr09,2.1,1.3,0.0,,44.0,-2.4,9.3,-1.4,1.0,0.057,35.0,00-0040078
SmitDe07,,,,,,9.3,3.8,11.9,0.0,0.027000000000000003,113.0,00-0036912
SmitGe00,1.4,1.3,2.0,20.5,41.0,,,,,,,00-0030565
SmitJa06,2.3,2.9,1.0,7.0,7.0,10.6,4.4,11.2,3.0,0.031,163.0,00-0038543
SmitJo01,3.2,4.6,3.0,3.0,9.0,1.1,4.7,4.3,3.0,0.037000000000000005,54.0,00-0033858
SmitJu00,,,,,,4.7,5.8,5.6,3.0,0.044000000000000004,45.0,00-0033857
SmitXa00,,,,,,10.9,5.9,16.8,1.0,0.042,24.0,00-0038359
SmytDu00,,,,,,2.5,3.8,4.0,0.0,0.16699999999999998,6.0,00-0034798
SpanBr00,,,,,,6.3,3.7,8.2,0.0,0.0,13.0,00-0039530
SpeaTy00,2.6,1.3,4.0,18.0,72.0,-2.2,8.0,-1.9,10.0,0.04,50.0,00-0039032
StafMa00,0.0,0.1,0.0,,29.0,,,,,,,00-0026498
StevRh00,1.9,2.8,16.0,8.1,130.0,2.6,8.2,4.3,0.0,0.0,37.0,00-0036875
StidJa00,-1.0,0.0,0.0,,1.0,,,,,,,00-0035264
StolJa00,,,,,,4.8,2.8,3.1,0.0,0.0,11.0,00-0036741
StovCa00,0.0,0.8,0.0,,4.0,2.0,4.3,1.9,1.0,0.063,16.0,00-0039359
StraBr00,,,,,,6.4,5.4,6.9,2.0,0.067,60.0,00-0038935
StroCJ00,3.8,0.6,0.0,,48.0,,,,,,,00-0039163
StuaGr00,0.0,0.0,0.0,,1.0,,,,,,,00-0036672
StxxAm00,1.0,2.0,0.0,,3.0,7.1,4.9,7.9,4.0,0.057999999999999996,172.0,00-0036963
SuttCo00,,,,,,10.7,3.0,12.4,3.0,0.065,124.0,00-0034348
SwifDA00,3.0,1.9,11.0,20.3,223.0,-1.7,10.5,-0.6,1.0,0.083,48.0,00-0036275
TagoTu00,2.0,0.2,0.0,,20.0,,,,,,,00-0036212
TaylJo02,2.5,2.4,27.0,12.0,323.0,-1.2,9.4,-0.9,8.0,0.073,55.0,00-0036223
TaylMa02,,,,,,5.4,3.0,5.9,0.0,0.12300000000000001,65.0,00-0040736
TaylTy00,4.2,1.1,1.0,27.0,27.0,,,,,,,00-0028118
TeSlIs00,,,,,,11.5,3.4,13.1,0.0,0.0,27.0,00-0040669
ThieAd00,,,,,,7.5,2.3,8.7,1.0,0.086,35.0,00-0030035
ThieAd00,,,,,,7.4,1.3,7.9,0.0,0.16699999999999998,18.0,00-0030035
ThieAd00,,,,,,7.5,3.1,9.5,1.0,0.0,17.0,00-0030035
ThomBr06,7.0,0.0,0.0,,3.0,11.4,3.3,14.5,2.0,0.11,91.0,00-0039893
ThomDe07,4.0,1.0,0.0,,1.0,2.3,6.7,2.3,0.0,0.0,3.0,00-0037487
ThomIa00,,,,,,3.2,5.5,3.2,0.0,0.0,13.0,00-0034365
ThomRo07,1.0,2.0,0.0,,1.0,,,,,,,00-0037323
ThorDo00,,,,,,9.7,3.8,16.6,0.0,0.1,30.0,00-0040581
ThorTy00,,,,,,19.9,3.1,26.9,0.0,0.081,37.0,00-0038104
ThraJa01,,,,,,6.8,3.9,6.8,0.0,0.0,15.0,00-0039379
TillCe01,,,,,,9.9,3.0,11.6,0.0,0.026000000000000002,39.0,00-0038979
TinsMi00,,,,,,12.5,2.0,14.8,0.0,0.083,24.0,00-0038839
TiptMa00,2.5,2.0,1.0,4.0,4.0,3.5,3.4,8.8,1.0,0.0,17.0,00-0039623
TolbJa00,,,,,,8.7,2.6,12.0,2.0,0.028999999999999998,34.0,00-0037666
TongJa00,,,,,,4.4,4.2,5.1,1.0,0.0,46.0,00-0037112
TonyRo00,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,00-0033757
TourSa00,,,,,,3.0,0.0,10.7,0.0,0.0,3.0,00-0037098
TracTy00,2.5,1.7,5.0,35.2,176.0,-0.7,8.7,0.4,6.0,0.042,48.0,00-0039384
TramAu00,,,,,,14.7,0.7,13.0,0.0,0.1,10.0,00-0036841
TrauAd00,,,,,,4.6,5.2,4.3,3.0,0.043,23.0,00-0036422
TremBr00,,,,,,7.3,4.1,8.7,1.0,0.0,18.0,00-0038840
TremTo00,,,,,,3.1,6.1,4.4,0.0,0.054000000000000006,37.0,00-0037005
TrubMi00,0.2,0.4,0.0,,9.0,,,,,,,00-0033869
TuckSe00,2.8,1.0,5.0,17.2,86.0,-1.9,6.1,-0.9,1.0,0.091,11.0,00-0038951
TuckTr00,3.5,1.1,1.0,11.0,11.0,7.1,5.1,9.4,3.0,0.043,92.0,00-0038563
TuneCl00,2.0,2.6,1.0,5.0,5.0,,,,,,,00-0038582
TurnMa00,,,,,,,,-5.0,0.0,0.0,1.0,00-0034867
TurpKa00,3.3,1.9,2.0,8.5,17.0,7.0,8.2,8.8,1.0,0.105,38.0,00-0037801
TuteBh00,1.7,2.0,5.0,16.6,83.0,-0.1,8.0,0.6,1.0,0.0,14.0,00-0040719
VakiSi00,2.0,2.0,0.0,,1.0,,,,,,,00-0039364
ValdMa00,,,,,,6.6,2.0,12.2,0.0,0.0,29.0,00-0034272
ValdMa00,,,,,,9.0,1.0,11.0,0.0,0.0,8.0,00-0034272
ValdMa00,,,,,,5.6,2.4,12.6,0.0,0.0,21.0,00-0034272
VeleDe00,,,,,,10.4,1.4,11.1,0.0,0.0,39.0,00-0039424
VidaKi00,1.8,2.4,3.0,51.7,155.0,-2.1,10.6,-0.6,3.0,0.091,22.0,00-0039391
WaddJa00,12.5,1.5,0.0,,2.0,10.7,3.6,13.1,4.0,0.04,100.0,00-0036613
WalkDe01,,,,,,18.8,3.8,24.5,0.0,0.125,8.0,00-0039792
WalkJa03,,,,,,13.2,1.3,13.0,0.0,0.1,10.0,00-0040277
WalkKe00,2.8,1.8,23.0,9.6,221.0,-1.8,10.9,-1.1,5.0,0.055999999999999994,36.0,00-0038134
WallDa01,1.0,3.0,0.0,,1.0,8.8,3.0,10.6,0.0,0.0,34.0,00-0031610
WallTy00,,,,,,7.0,4.3,13.4,0.0,0.0,8.0,00-0036630
WardCa00,2.5,1.6,3.0,13.0,39.0,,,,,,,00-0040676
WarrJa01,2.2,2.4,23.0,9.2,211.0,-2.7,11.0,-2.4,9.0,0.022000000000000002,45.0,00-0037228
WarrTy00,0.8,0.5,0.0,,6.0,4.5,6.2,5.4,4.0,0.018000000000000002,112.0,00-0040128
WashCa01,,,,,,13.7,2.0,18.7,0.0,0.071,14.0,00-0039394
WashDa03,,,,,,4.4,7.4,5.4,4.0,0.09300000000000001,43.0,00-0038558
WashMa00,2.6,3.9,3.0,5.7,17.0,1.4,5.5,4.9,5.0,0.015,65.0,00-0039880
WashPa01,-0.7,0.7,0.0,,7.0,10.0,4.6,12.5,5.0,0.07400000000000001,95.0,00-0038606
WashTa00,,,,,,9.7,2.7,24.8,0.0,0.0,5.0,00-0039884
WatkJo00,,,,,,12.5,0.5,14.0,0.0,0.0,3.0,00-0040172
WatsCh00,3.0,0.0,0.0,,1.0,14.1,3.4,17.8,0.0,0.018000000000000002,55.0,00-0038124
WatsJu01,,,,,,5.3,4.7,8.3,0.0,0.0,4.0,00-0034386
