player_id,season,week,team,opponent,position,snaps,team_snaps,routes,team_dropbacks,targets,team_targets,receptions,receiving_yards,air_yards,team_air_yards,carries,team_carries,rushing_yards,pass_attempts,passing_yards,rz_targets,team_rz_targets,rz_carries,team_rz_carries,inside5_carries,team_inside5_carries,rush_td,rec_td,pass_td,anytime_td
00-0023459,2026,1,PIT,ATL,QB,67.0,67.0,,40,0,37,0,0,0,388,3,21,-3,40,221,,5.0,,1.0,,0.0,0,0,1,0
00-0026498,2026,1,LA,SF,QB,51.0,60.714285714285715,,28,0,27,0,0,0,259,2,29,-1,25,155,,2.0,1.0,7.0,1.0,3.0,0,0,0,0
00-0029604,2026,1,LV,MIA,QB,68.0,68.0,,30,0,29,0,0,0,226,5,37,-6,30,160,,8.0,0.0,4.0,0.0,0.0,0,0,3,0
00-0030279,2026,1,IND,BAL,WR,36.0,53.731343283582085,,31,6,29,6,32,22,189,0,20,0,0,0,1.0,3.0,,5.0,,3.0,0,0,0,0
00-0030506,2026,1,KC,DEN,TE,49.0,69.01408450704226,,27,5,25,3,71,29,117,0,38,0,0,0,0.0,4.0,,6.0,,1.0,0,0,0,0
00-0030565,2026,1,NYJ,TEN,QB,67.0,67.0,,24,0,23,0,0,0,156,6,39,7,24,215,,1.0,1.0,6.0,0.0,3.0,0,0,0,0
00-0031381,2026,1,LA,SF,WR,33.0,61.11111111111111,,28,6,27,3,26,73,259,0,29,0,0,0,0.0,2.0,,7.0,,3.0,0,0,0,0
00-0031408,2026,1,SF,LA,WR,49.0,65.33333333333333,,34,7,33,6,49,55,150,0,30,0,0,0,2.0,8.0,,2.0,,0.0,0,1,0,1
00-0031588,2026,1,WAS,PHI,WR,44.0,69.84126984126983,,34,9,29,4,55,83,256,0,32,0,0,0,1.0,9.0,,7.0,,2.0,0,1,0,1
00-0031610,2026,1,CAR,CHI,TE,24.0,68.57142857142857,,38,2,34,2,28,8,336,0,22,0,0,0,0.0,5.0,,5.0,,1.0,0,0,0,0
00-0032104,2026,1,JAX,CLE,RB,5.0,55.55555555555556,,23,1,20,1,0,-3,223,4,31,32,0,0,0.0,2.0,0.0,1.0,0.0,0.0,0,0,0,0
00-0032398,2026,1,BAL,IND,WR,25.0,67.56756756756756,,25,2,24,1,53,68,270,0,37,0,0,0,0.0,4.0,,7.0,,3.0,0,0,0,0
00-0032464,2026,1,CHI,CAR,WR,45.0,75.0,,29,9,26,8,84,65,282,0,39,0,0,0,1.0,5.0,,10.0,,4.0,0,0,0,0
00-0032764,2026,1,BAL,IND,RB,37.0,68.51851851851852,,25,1,24,1,19,-1,270,24,37,144,0,0,0.0,4.0,6.0,7.0,2.0,3.0,3,0,0,1
00-0032775,2026,1,SF,LA,WR,41.0,65.07936507936508,,34,3,33,2,50,45,150,0,30,0,0,0,2.0,8.0,,2.0,,0.0,0,1,0,1
00-0032950,2026,1,MIN,GB,QB,54.0,65.06024096385542,,24,0,23,0,0,0,172,5,34,-1,19,133,,6.0,0.0,8.0,0.0,2.0,0,0,3,0
00-0032951,2026,1,IND,BAL,WR,19.0,54.28571428571429,,31,1,29,0,0,4,189,0,20,0,0,0,0.0,3.0,,5.0,,3.0,0,0,0,0
00-0033077,2026,1,DAL,NYG,QB,58.0,58.0,,34,0,30,0,0,0,242,2,18,14,34,175,,5.0,0.0,4.0,0.0,3.0,0,0,2,0
00-0033090,2026,1,NE,SEA,TE,54.0,71.05263157894737,,33,3,31,3,26,12,205,0,31,0,0,0,0.0,2.0,,0.0,,0.0,0,0,0,0
00-0033106,2026,1,DET,NO,QB,77.0,77.0,,39,0,39,0,0,0,207,2,33,2,39,206,,8.0,0.0,9.0,0.0,5.0,0,0,2,0
00-0033110,2026,1,LA,SF,TE,12.0,60.0,,28,2,27,2,12,9,259,0,29,0,0,0,0.0,2.0,,7.0,,3.0,0,0,0,0
00-0033119,2026,1,ARI,LAC,QB,75.0,75.0,,37,0,37,0,0,0,283,6,34,14,37,277,,7.0,0.0,6.0,0.0,2.0,0,0,1,0
00-0033280,2026,1,SF,LA,RB,36.0,65.45454545454545,,34,8,33,5,20,-3,150,10,30,68,0,0,0.0,8.0,2.0,2.0,0.0,0.0,0,0,0,0
00-0033288,2026,1,SF,LA,TE,30.0,65.21739130434783,,34,5,33,2,12,38,150,0,30,0,0,0,1.0,8.0,,2.0,,0.0,0,0,0,0
00-0033293,2026,1,MIN,GB,RB,30.0,65.21739130434783,,24,1,23,0,0,4,172,12,34,40,0,0,0.0,6.0,4.0,8.0,1.0,2.0,1,0,0,1
00-0033307,2026,1,ARI,LAC,WR,50.0,74.62686567164178,,37,8,37,8,75,40,283,0,34,0,0,0,1.0,7.0,,6.0,,2.0,0,0,0,0
00-0033319,2026,1,JAX,CLE,QB,7.0,58.333333333333336,,23,0,20,0,0,0,223,3,31,-3,0,0,,2.0,,1.0,,0.0,0,0,0,0
00-0033376,2026,1,NYG,DAL,RB,37.0,68.51851851851852,,29,1,29,0,0,-4,245,0,37,0,0,0,0.0,7.0,,5.0,,2.0,0,0,0,0
00-0033526,2026,1,CIN,TB,RB,18.0,64.28571428571428,,35,3,34,3,30,3,226,5,27,20,0,0,0.0,6.0,1.0,9.0,0.0,3.0,0,0,0,0
00-0033537,2026,1,CLE,JAX,QB,51.0,51.0,,22,0,22,0,0,0,228,6,22,38,22,205,,3.0,2.0,4.0,0.0,1.0,0,0,1,0
00-0033555,2026,1,NE,SEA,WR,50.0,71.42857142857143,,33,5,31,4,51,62,205,0,31,0,0,0,1.0,2.0,,0.0,,0.0,0,0,0,0
00-0033576,2026,1,SEA,NE,TE,10.0,50.0,,24,0,24,0,0,0,154,0,22,0,0,0,,3.0,,3.0,,0.0,0,0,0,0
00-0033662,2026,1,ATL,PIT,QB,60.0,60.0,,22,0,19,0,0,0,75,0,31,0,22,143,,,,,,,0,0,1,0
00-0033858,2026,1,GB,MIN,TE,32.0,68.08510638297872,,42,3,40,2,50,24,454,0,21,0,0,0,0.0,7.0,,3.0,,0.0,0,0,0,0
00-0033873,2026,1,KC,DEN,QB,69.0,69.0,,27,0,25,0,0,0,117,7,38,23,27,184,,4.0,2.0,6.0,0.0,1.0,1,0,2,1
00-0033881,2026,1,DEN,KC,TE,32.0,50.79365079365079,,28,5,27,4,43,18,104,0,15,0,0,0,1.0,3.0,,1.0,,0.0,0,1,0,1
00-0033885,2026,1,LAC,ARI,TE,30.0,54.54545454545454,,27,5,27,5,58,28,273,0,21,0,0,0,1.0,4.0,,7.0,,0.0,0,0,0,0
00-0033908,2026,1,SEA,NE,WR,39.0,50.0,,24,3,24,2,35,49,154,0,22,0,0,0,0.0,3.0,,3.0,,0.0,0,0,0,0
00-0033921,2026,1,TB,CIN,WR,49.0,56.97674418604651,,28,4,27,4,40,3,132,1,20,3,0,0,0.0,4.0,0.0,5.0,0.0,0.0,0,0,0,0
00-0034348,2026,1,DEN,KC,WR,39.0,51.31578947368421,,28,5,27,2,11,40,104,0,15,0,0,0,1.0,3.0,,1.0,,0.0,0,0,0,0
00-0034351,2026,1,PHI,WAS,TE,52.0,54.73684210526316,,25,5,22,4,77,52,215,0,25,0,0,0,2.0,3.0,,3.0,,0.0,0,2,0,1
00-0034383,2026,1,HOU,BUF,TE,52.0,78.78787878787878,,38,8,37,4,35,26,295,0,32,0,0,0,0.0,6.0,,5.0,,3.0,0,0,0,0
00-0034419,2026,1,NYG,DAL,WR,12.0,70.58823529411764,,29,0,29,0,0,0,245,0,37,0,0,0,,7.0,,5.0,,2.0,0,0,0,0
00-0034613,2026,1,CIN,TB,TE,6.0,66.66666666666667,,35,1,34,1,4,4,226,0,27,0,0,0,0.0,6.0,,9.0,,3.0,0,0,0,0
00-0034753,2026,1,BAL,IND,TE,49.0,68.05555555555556,,25,6,24,4,49,44,270,0,37,0,0,0,1.0,4.0,,7.0,,3.0,0,0,0,0
00-0034796,2026,1,BAL,IND,QB,68.0,68.0,,25,0,24,0,0,0,270,7,37,40,25,324,,4.0,1.0,7.0,1.0,3.0,1,0,1,1
00-0034798,2026,1,BAL,IND,TE,42.0,67.74193548387098,,25,1,24,1,4,4,270,0,37,0,0,0,1.0,4.0,,7.0,,3.0,0,0,0,0
00-0034827,2026,1,BUF,HOU,WR,44.0,57.89473684210526,,29,8,28,5,100,158,359,0,21,0,0,0,0.0,6.0,,3.0,,1.0,0,1,0,1
00-0034829,2026,1,CIN,TB,TE,21.0,63.63636363636363,,35,7,34,5,78,63,226,0,27,0,0,0,2.0,6.0,,9.0,,3.0,0,1,0,1
00-0034844,2026,1,PHI,WAS,RB,39.0,54.929577464788736,,25,2,22,1,-3,-1,215,15,25,83,0,0,0.0,3.0,2.0,3.0,0.0,0.0,0,0,0,0
00-0034854,2026,1,SF,LA,WR,1.0,50.0,,34,0,33,0,0,0,150,0,30,0,0,0,,8.0,,2.0,,0.0,0,0,0,0
00-0034855,2026,1,TB,CIN,QB,57.0,57.0,,28,0,27,0,0,0,132,5,20,30,28,216,,4.0,3.0,5.0,0.0,0.0,1,0,0,1
00-0034857,2026,1,BUF,HOU,QB,58.0,58.0,,29,0,28,0,0,0,359,6,21,23,29,334,,6.0,1.0,3.0,1.0,1.0,2,0,2,1
00-0034869,2026,1,SEA,NE,QB,5.0,50.0,,24,0,24,0,0,0,154,0,22,0,2,13,,3.0,,3.0,,0.0,0,0,0,0
00-0034960,2026,1,JAX,CLE,WR,37.0,56.92307692307692,,23,2,20,2,40,29,223,1,31,2,0,0,0.0,2.0,0.0,1.0,0.0,0.0,0,1,0,1
00-0034975,2026,1,BAL,IND,RB,31.0,67.39130434782608,,25,1,24,1,10,-1,270,6,37,18,0,0,0.0,4.0,0.0,7.0,0.0,3.0,0,0,0,0
00-0034981,2026,1,HOU,BUF,TE,35.0,79.54545454545455,,38,2,37,2,15,7,295,0,32,0,0,0,0.0,6.0,,5.0,,3.0,0,0,0,0
00-0035021,2026,1,IND,BAL,WR,10.0,52.63157894736842,,31,1,29,0,0,0,189,0,20,0,0,0,0.0,3.0,,5.0,,3.0,0,0,0,0
00-0035125,2026,1,LAC,ARI,FB,21.0,55.26315789473684,,27,0,27,0,0,0,273,0,21,0,0,0,,4.0,,7.0,,0.0,0,0,0,0
00-0035208,2026,1,ATL,PIT,WR,18.0,60.0,,22,1,19,1,5,5,75,0,31,0,0,0,0.0,,,,,,0,0,0,0
00-0035228,2026,1,MIN,GB,QB,11.0,64.70588235294117,,24,0,23,0,0,0,172,2,34,9,5,18,,6.0,0.0,8.0,0.0,2.0,0,0,0,0
00-0035229,2026,1,MIN,GB,TE,43.0,65.15151515151514,,24,5,23,4,36,17,172,0,34,0,0,0,2.0,6.0,,8.0,,2.0,0,1,0,1
00-0035249,2026,1,MIN,GB,TE,42.0,64.61538461538461,,24,4,23,2,22,13,172,0,34,0,0,0,0.0,6.0,,8.0,,2.0,0,0,0,0
00-0035250,2026,1,NYG,DAL,RB,25.0,69.44444444444444,,29,4,29,4,22,-16,245,6,37,16,0,0,2.0,7.0,1.0,5.0,0.0,2.0,0,1,0,1
00-0035261,2026,1,TEN,NYJ,RB,26.0,50.0,,32,2,28,1,-1,24,164,7,14,35,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0
00-0035500,2026,1,BUF,HOU,WR,0.0,,,29,0,28,0,0,0,359,0,21,0,0,0,,6.0,,3.0,,1.0,0,0,0,0
00-0035544,2026,1,DET,NO,WR,0.0,,,39,0,39,0,0,0,207,0,33,0,0,0,,8.0,,9.0,,5.0,0,0,0,0
00-0035631,2026,1,CIN,TB,TE,42.0,63.63636363636363,,35,3,34,3,19,0,226,0,27,0,0,0,1.0,6.0,,9.0,,3.0,0,0,0,0
00-0035640,2026,1,PIT,ATL,WR,64.0,66.66666666666667,,40,10,37,4,40,204,388,0,21,0,0,0,0.0,5.0,,1.0,,0.0,0,0,0,0
00-0035644,2026,1,NO,DET,TE,37.0,90.2439024390244,,56,8,52,4,33,48,465,0,25,0,0,0,1.0,9.0,,4.0,,0.0,0,1,0,1
00-0035659,2026,1,WAS,PHI,WR,61.0,70.11494252873564,,34,4,29,2,14,22,256,0,32,0,0,0,1.0,9.0,,7.0,,2.0,0,0,0,0
00-0035676,2026,1,NE,SEA,WR,31.0,70.45454545454545,,33,4,31,3,26,19,205,0,31,0,0,0,0.0,2.0,,0.0,,0.0,0,0,0,0
00-0035685,2026,1,HOU,BUF,RB,39.0,79.59183673469389,,38,3,37,3,19,5,295,20,32,60,0,0,1.0,6.0,5.0,5.0,3.0,3.0,2,1,0,1
00-0035689,2026,1,BUF,HOU,TE,39.0,58.208955223880594,,29,1,28,1,7,2,359,0,21,0,0,0,0.0,6.0,,3.0,,1.0,0,0,0,0
00-0035704,2026,1,SEA,NE,QB,45.0,50.0,,24,0,24,0,0,0,154,2,22,13,22,187,,3.0,1.0,3.0,0.0,0.0,0,0,1,0
00-0035710,2026,1,IND,BAL,QB,54.0,54.0,,31,0,29,0,0,0,189,1,20,4,31,166,,3.0,0.0,5.0,0.0,3.0,0,0,1,0
00-0035719,2026,1,SF,LA,WR,27.0,64.28571428571429,,34,7,33,6,48,17,150,1,30,12,0,0,3.0,8.0,0.0,2.0,0.0,0.0,0,1,0,1
00-0035891,2026,1,LV,MIA,WR,,,,30,1,29,0,0,3,226,0,37,0,0,0,0.0,8.0,,4.0,,0.0,0,0,0,0
00-0036040,2026,1,NO,DET,TE,76.0,90.47619047619048,,56,7,52,3,54,77,465,0,25,0,0,0,3.0,9.0,,4.0,,0.0,0,1,0,1
00-0036139,2026,1,PIT,ATL,RB,39.0,67.24137931034483,,40,5,37,2,6,4,388,8,21,15,0,0,0.0,5.0,1.0,1.0,0.0,0.0,0,0,0,0
00-0036158,2026,1,DEN,KC,RB,22.0,51.16279069767442,,28,0,27,0,0,0,104,8,15,36,0,0,,3.0,0.0,1.0,0.0,0.0,0,0,0,0
00-0036223,2026,1,IND,BAL,RB,48.0,53.93258426966292,,31,4,29,3,23,0,189,19,20,98,0,0,0.0,3.0,5.0,5.0,3.0,3.0,2,0,0,1
00-0036244,2026,1,LA,SF,TE,47.0,61.03896103896104,,28,2,27,1,6,9,259,0,29,0,0,0,1.0,2.0,,7.0,,3.0,0,0,0,0
00-0036252,2026,1,PIT,ATL,WR,59.0,67.04545454545455,,40,3,37,3,58,33,388,0,21,0,0,0,0.0,5.0,,1.0,,0.0,0,0,0,0
00-0036259,2026,1,MIN,GB,WR,31.0,64.58333333333334,,24,1,23,0,0,30,172,0,34,0,0,0,0.0,6.0,,8.0,,2.0,0,0,0,0
00-0036264,2026,1,GB,MIN,QB,68.0,68.0,,42,0,40,0,0,0,454,1,21,0,42,387,,7.0,1.0,3.0,0.0,0.0,0,0,2,0
00-0036265,2026,1,CAR,CHI,RB,7.0,70.0,,38,0,34,0,0,0,336,5,22,28,0,0,,5.0,0.0,5.0,0.0,1.0,0,0,0,0
00-0036275,2026,1,CHI,CAR,RB,43.0,75.43859649122808,,29,1,26,1,10,4,282,18,39,124,0,0,0.0,5.0,6.0,10.0,3.0,4.0,3,0,0,1
00-0036290,2026,1,CHI,CAR,TE,43.0,75.43859649122808,,29,3,26,2,35,47,282,0,39,0,0,0,0.0,5.0,,10.0,,4.0,0,1,0,1
00-0036309,2026,1,NYG,DAL,WR,39.0,68.42105263157896,,29,2,29,2,27,25,245,0,37,0,0,0,0.0,7.0,,5.0,,2.0,0,0,0,0
00-0036322,2026,1,MIN,GB,WR,60.0,65.21739130434783,,24,9,23,8,92,80,172,0,34,0,0,0,3.0,6.0,,8.0,,2.0,0,2,0,1
00-0036331,2026,1,ARI,LAC,WR,0.0,,,37,0,37,0,0,0,283,0,34,0,0,0,,7.0,,6.0,,2.0,0,0,0,0
00-0036355,2026,1,LAC,ARI,QB,55.0,55.0,,27,0,27,0,0,0,273,5,21,29,27,209,,4.0,3.0,7.0,0.0,0.0,0,0,1,0
00-0036358,2026,1,DAL,NYG,WR,47.0,58.02469135802469,,34,8,30,5,44,90,242,1,18,0,0,0,2.0,5.0,0.0,4.0,0.0,3.0,0,1,0,1
00-0036389,2026,1,PHI,WAS,QB,55.0,55.0,,25,0,22,0,0,0,215,7,25,46,25,203,,3.0,0.0,3.0,0.0,0.0,0,0,3,0
00-0036407,2026,1,CLE,JAX,WR,32.0,50.79365079365079,,22,4,22,2,26,40,228,0,22,0,0,0,0.0,3.0,,4.0,,1.0,0,0,0,0
00-0036410,2026,1,CIN,TB,WR,46.0,63.88888888888889,,35,6,34,3,59,117,226,0,27,0,0,0,0.0,6.0,,9.0,,3.0,0,0,0,0
00-0036422,2026,1,DEN,KC,TE,19.0,51.351351351351354,,28,3,27,2,10,-1,104,0,15,0,0,0,0.0,3.0,,1.0,,0.0,0,0,0,0
00-0036425,2026,1,MIN,GB,RB,6.0,66.66666666666667,,24,1,23,1,1,1,172,0,34,0,0,0,0.0,6.0,,8.0,,2.0,0,0,0,0
00-0036442,2026,1,CIN,TB,QB,64.0,64.0,,35,0,34,0,0,0,226,5,27,20,35,254,,6.0,3.0,9.0,0.0,3.0,0,0,1,0
00-0036463,2026,1,ATL,PIT,WR,10.0,58.8235294117647,,22,0,19,0,0,0,75,0,31,0,0,0,,,,,,,0,0,0,0
00-0036550,2026,1,BAL,IND,WR,53.0,67.94871794871794,,25,1,24,0,0,23,270,0,37,0,0,0,0.0,4.0,,7.0,,3.0,0,0,0,0
00-0036554,2026,1,HOU,BUF,WR,57.0,79.16666666666667,,38,10,37,7,75,120,295,1,32,7,0,0,2.0,6.0,0.0,5.0,0.0,3.0,0,1,0,1
00-0036555,2026,1,CAR,CHI,RB,48.0,67.60563380281691,,38,3,34,3,38,0,336,10,22,49,0,0,1.0,5.0,3.0,5.0,1.0,1.0,1,1,0,1
00-0036590,2026,1,JAX,CLE,TE,24.0,57.142857142857146,,23,1,20,0,0,2,223,0,31,0,0,0,0.0,2.0,,1.0,,0.0,0,0,0,0
00-0036613,2026,1,DEN,KC,WR,38.0,50.666666666666664,,28,3,27,1,2,13,104,0,15,0,0,0,0.0,3.0,,1.0,,0.0,0,0,0,0
00-0036626,2026,1,WAS,PHI,WR,37.0,69.81132075471697,,34,2,29,0,0,64,256,0,32,0,0,0,0.0,9.0,,7.0,,2.0,0,0,0,0
00-0036628,2026,1,WAS,PHI,TE,34.0,69.38775510204081,,34,3,29,2,13,6,256,0,32,0,0,0,2.0,9.0,,7.0,,2.0,0,0,0,0
00-0036637,2026,1,KC,DEN,TE,38.0,69.09090909090908,,27,1,25,1,5,5,117,0,38,0,0,0,0.0,4.0,,6.0,,1.0,0,0,0,0
00-0036646,2026,1,ARI,LAC,WR,6.0,75.0,,37,0,37,0,0,0,283,0,34,0,0,0,,7.0,,6.0,,2.0,0,0,0,0
00-0036754,2026,1,DET,NO,TE,39.0,76.47058823529412,,39,1,39,1,5,2,207,0,33,0,0,0,0.0,8.0,,9.0,,5.0,0,0,0,0
00-0036825,2026,1,CAR,CHI,TE,5.0,71.42857142857142,,38,0,34,0,0,0,336,0,22,0,0,0,,5.0,,5.0,,1.0,0,0,0,0
00-0036875,2026,1,NE,SEA,RB,60.0,70.58823529411765,,33,6,31,5,44,-6,205,18,31,51,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0
00-0036887,2026,1,SF,LA,TE,46.0,64.7887323943662,,34,2,33,2,19,3,150,0,30,0,0,0,0.0,8.0,,2.0,,0.0,0,0,0,0
00-0036894,2026,1,PIT,ATL,TE,49.0,67.12328767123287,,40,5,37,5,46,21,388,0,21,0,0,0,2.0,5.0,,1.0,,0.0,0,1,0,1
00-0036900,2026,1,CIN,TB,WR,60.0,63.829787234042556,,35,4,34,2,12,34,226,0,27,0,0,0,1.0,6.0,,9.0,,3.0,0,0,0,0
00-0036912,2026,1,PHI,WAS,WR,52.0,54.73684210526316,,25,6,22,3,53,79,215,0,25,0,0,0,0.0,3.0,,3.0,,0.0,0,0,0,0
00-0036919,2026,1,TB,CIN,RB,26.0,56.52173913043478,,28,1,27,1,3,-5,132,5,20,15,0,0,0.0,4.0,0.0,5.0,0.0,0.0,0,0,0,0
00-0036963,2026,1,DET,NO,WR,69.0,76.66666666666667,,39,14,39,10,67,70,207,0,33,0,0,0,4.0,8.0,,9.0,,5.0,0,2,0,1
00-0036970,2026,1,ATL,PIT,TE,38.0,60.317460317460316,,22,1,19,0,0,26,75,0,31,0,0,0,0.0,,,,,,0,0,0,0
00-0036971,2026,1,JAX,CLE,QB,50.0,56.81818181818182,,23,0,20,0,0,0,223,2,31,3,23,245,,2.0,0.0,1.0,0.0,0.0,0,0,4,0
00-0036973,2026,1,NO,DET,RB,53.0,89.83050847457628,,56,9,52,7,32,-2,465,9,25,46,0,0,2.0,9.0,1.0,4.0,0.0,0.0,0,0,0,0
00-0036988,2026,1,BUF,HOU,WR,18.0,58.064516129032256,,29,2,28,1,34,62,359,0,21,0,0,0,0.0,6.0,,3.0,,1.0,0,1,0,1
00-0036997,2026,1,DAL,NYG,RB,41.0,57.74647887323944,,34,5,30,5,31,-11,242,12,18,41,0,0,2.0,5.0,3.0,4.0,3.0,3.0,1,1,0,1
00-0037004,2026,1,ARI,LAC,TE,26.0,74.28571428571429,,37,0,37,0,0,0,283,0,34,0,0,0,,7.0,,6.0,,2.0,0,0,0,0
00-0037005,2026,1,CAR,CHI,TE,38.0,67.85714285714285,,38,5,34,3,25,23,336,0,22,0,0,0,0.0,5.0,,5.0,,1.0,0,0,0,0
00-0037091,2026,1,GB,MIN,WR,8.0,66.66666666666667,,42,1,40,1,10,10,454,0,21,0,0,0,0.0,7.0,,3.0,,0.0,0,0,0,0
00-0037093,2026,1,LV,MIA,WR,10.0,66.66666666666667,,30,0,29,0,0,0,226,0,37,0,0,0,,8.0,,4.0,,0.0,0,0,0,0
00-0037132,2026,1,PHI,WAS,WR,0.0,,,25,0,22,0,0,0,215,0,25,0,0,0,,3.0,,3.0,,0.0,0,0,0,0
00-0037228,2026,1,PIT,ATL,RB,25.0,67.56756756756756,,40,6,37,5,27,-6,388,10,21,46,0,0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,0,0
00-0037238,2026,1,ATL,PIT,WR,59.0,60.204081632653065,,22,4,19,2,29,22,75,1,31,6,0,0,0.0,,0.0,,0.0,,0,0,0,0
00-0037239,2026,1,NO,DET,WR,77.0,89.53488372093024,,56,13,52,10,182,234,465,0,25,0,0,0,1.0,9.0,,4.0,,0.0,0,0,0,0
00-0037240,2026,1,DET,NO,WR,65.0,77.38095238095238,,39,9,39,4,45,127,207,0,33,0,0,0,1.0,8.0,,9.0,,5.0,0,0,0,0
00-0037247,2026,1,DAL,NYG,WR,49.0,58.333333333333336,,34,6,30,3,28,104,242,0,18,0,0,0,0.0,5.0,,4.0,,3.0,0,0,0,0
00-0037248,2026,1,BUF,HOU,RB,42.0,58.333333333333336,,29,4,28,3,12,-4,359,13,21,57,0,0,1.0,6.0,2.0,3.0,0.0,1.0,0,0,0,0
00-0037252,2026,1,MIA,LV,TE,43.0,55.84415584415584,,27,2,27,2,18,1,309,0,18,0,0,0,0.0,1.0,,4.0,,0.0,0,0,0,0
00-0037256,2026,1,WAS,PHI,RB,29.0,70.73170731707317,,34,2,29,2,5,-10,256,7,32,22,0,0,1.0,9.0,1.0,7.0,0.0,2.0,0,0,0,0
00-0037261,2026,1,BUF,HOU,WR,31.0,58.490566037735846,,29,6,28,4,50,39,359,0,21,0,0,0,3.0,6.0,,3.0,,1.0,0,0,0,0
00-0037263,2026,1,ARI,LAC,RB,44.0,74.57627118644068,,37,2,37,2,9,-5,283,17,34,61,0,0,1.0,7.0,3.0,6.0,1.0,2.0,0,0,0,0
00-0037291,2026,1,LV,MIA,WR,41.0,68.33333333333334,,30,5,29,3,27,64,226,0,37,0,0,0,0.0,8.0,,4.0,,0.0,0,0,0,0
00-0037292,2026,1,IND,BAL,TE,6.0,54.54545454545455,,31,1,29,0,0,3,189,0,20,0,0,0,0.0,3.0,,5.0,,3.0,0,0,0,0
00-0037304,2026,1,LV,MIA,FB,32.0,68.08510638297872,,30,0,29,0,0,0,226,1,37,1,0,0,,8.0,0.0,4.0,0.0,0.0,0,0,0,0
00-0037317,2026,1,ATL,PIT,TE,5.0,62.5,,22,0,19,0,0,0,75,0,31,0,0,0,,,,,,,0,0,0,0
00-0037380,2026,1,CHI,CAR,WR,10.0,76.92307692307692,,29,0,26,0,0,0,282,0,39,0,0,0,,5.0,,10.0,,4.0,0,0,0,0
00-0037524,2026,1,DET,NO,WR,0.0,,,39,0,39,0,0,0,207,0,33,0,0,0,,8.0,,9.0,,5.0,0,0,0,0
00-0037525,2026,1,MIN,GB,RB,29.0,64.44444444444444,,24,0,23,0,0,0,172,15,34,59,0,0,,6.0,4.0,8.0,1.0,2.0,1,0,0,1
00-0037545,2026,1,SEA,NE,WR,33.0,50.0,,24,3,24,1,4,19,154,0,22,0,0,0,0.0,3.0,,3.0,,0.0,0,0,0,0
00-0037557,2026,1,LA,SF,RB,8.0,61.53846153846153,,28,1,27,1,5,2,259,5,29,19,0,0,0.0,2.0,2.0,7.0,0.0,3.0,0,0,0,0
00-0037664,2026,1,IND,BAL,WR,32.0,54.237288135593225,,31,6,29,4,61,103,189,0,20,0,0,0,1.0,3.0,,5.0,,3.0,0,0,0,0
00-0037740,2026,1,NYJ,TEN,WR,50.0,66.66666666666667,,24,7,23,6,79,77,156,0,39,0,0,0,0.0,1.0,,6.0,,3.0,0,0,0,0
00-0037741,2026,1,ATL,PIT,WR,38.0,60.317460317460316,,22,3,19,1,19,52,75,0,31,0,0,0,0.0,,,,,,0,0,0,0
00-0037744,2026,1,ARI,LAC,TE,60.0,75.0,,37,13,37,9,95,89,283,0,34,0,0,0,4.0,7.0,,6.0,,2.0,0,1,0,1
00-0037746,2026,1,ATL,PIT,RB,15.0,60.0,,22,0,19,0,0,0,75,9,31,31,0,0,,,0.0,,0.0,,0,0,0,0
00-0037801,2026,1,DAL,NYG,WR,8.0,57.14285714285714,,34,1,30,1,8,1,242,0,18,0,0,0,0.0,5.0,,4.0,,3.0,0,0,0,0
00-0037805,2026,1,NYJ,TEN,TE,29.0,67.44186046511628,,24,1,23,1,4,1,156,0,39,0,0,0,0.0,1.0,,6.0,,3.0,0,0,0,0
00-0037809,2026,1,WAS,PHI,TE,39.0,69.64285714285714,,34,3,29,2,16,39,256,0,32,0,0,0,0.0,9.0,,7.0,,2.0,0,0,0,0
00-0037816,2026,1,NE,SEA,WR,40.0,71.42857142857142,,33,3,31,0,0,75,205,0,31,0,0,0,0.0,2.0,,0.0,,0.0,0,0,0,0
00-0037834,2026,1,SF,LA,QB,65.0,65.0,,34,0,33,0,0,0,150,5,30,29,34,205,,8.0,0.0,2.0,0.0,0.0,0,0,3,0
00-0037838,2026,1,NYG,DAL,TE,34.0,69.38775510204081,,29,8,29,8,78,64,245,0,37,0,0,0,4.0,7.0,,5.0,,2.0,0,2,0,1
00-0037840,2026,1,LA,SF,RB,39.0,60.9375,,28,3,27,3,24,7,259,11,29,41,0,0,0.0,2.0,4.0,7.0,2.0,3.0,1,0,0,1
00-0038041,2026,1,DAL,NYG,TE,44.0,57.89473684210526,,34,2,30,2,6,6,242,0,18,0,0,0,1.0,5.0,,4.0,,3.0,0,0,0,0
00-0038046,2026,1,LAC,ARI,TE,30.0,54.54545454545454,,27,0,27,0,0,0,273,0,21,0,0,0,,4.0,,7.0,,0.0,0,0,0,0
00-0038090,2026,1,GB,MIN,WR,4.0,66.66666666666667,,42,1,40,0,0,12,454,0,21,0,0,0,1.0,7.0,,3.0,,0.0,0,0,0,0
00-0038102,2026,1,CAR,CHI,QB,7.0,70.0,,38,0,34,0,0,0,336,1,22,24,1,0,,5.0,0.0,5.0,0.0,1.0,0,0,0,0
