player_id,season,week,team,opponent,position,snaps,team_snaps,routes,team_dropbacks,targets,team_targets,receptions,receiving_yards,air_yards,team_air_yards,carries,team_carries,rushing_yards,pass_attempts,passing_yards,rz_targets,team_rz_targets,rz_carries,team_rz_carries,inside5_carries,team_inside5_carries,rush_td,rec_td,pass_td,anytime_td
00-0040078,2026,2,KC,IND,RB,0.0,,,47,0,43,0,0,0,247,0,28,0,0,0,,10.0,,5.0,,3.0,0,0,0,0
00-0040122,2026,2,LV,LAC,RB,51.0,62.96296296296296,,29,7,29,4,15,2,283,21,29,48,0,0,0.0,3.0,6.0,7.0,4.0,4.0,0,0,0,0
00-0040124,2026,2,CAR,ATL,WR,53.0,66.25,,36,10,32,5,101,132,291,0,22,0,0,0,3.0,17.0,,7.0,,0.0,0,0,0,0
00-0040126,2026,2,CHI,MIN,TE,64.0,74.4186046511628,,35,3,30,1,3,13,165,0,31,0,0,0,1.0,10.0,,5.0,,1.0,0,0,0,0
00-0040128,2026,2,IND,KC,TE,58.0,65.1685393258427,,31,7,30,6,21,-13,158,1,32,3,0,0,2.0,4.0,0.0,6.0,0.0,2.0,0,1,0,1
00-0040129,2026,2,TB,CLE,WR,56.0,65.11627906976744,,34,5,33,3,16,75,413,1,25,-3,0,0,2.0,9.0,0.0,4.0,0.0,0.0,0,1,0,1
00-0040131,2026,2,NE,PIT,WR,11.0,55.0,,22,2,21,1,10,23,193,0,28,0,0,0,0.0,3.0,,0.0,,0.0,0,0,0,0
00-0040134,2026,2,DEN,JAX,WR,41.0,62.12121212121212,,31,1,29,0,0,5,270,1,28,16,0,0,0.0,5.0,0.0,6.0,0.0,4.0,0,0,0,0
00-0040138,2026,2,HOU,CIN,WR,48.0,80.0,,55,5,50,1,31,39,459,1,18,13,0,0,0.0,8.0,0.0,2.0,0.0,0.0,0,0,0,0
00-0040142,2026,2,GB,NYJ,RB,16.0,59.25925925925925,,29,0,29,0,0,0,216,8,18,32,0,0,,3.0,0.0,5.0,0.0,0.0,0,0,0,0
00-0040164,2026,2,WAS,DAL,WR,11.0,73.33333333333334,,35,0,34,0,0,0,361,0,32,0,0,0,,6.0,,5.0,,1.0,0,0,0,0
00-0040170,2026,2,TEN,PHI,WR,28.0,52.83018867924528,,20,3,17,2,69,33,113,0,29,0,0,0,1.0,3.0,,11.0,,4.0,0,0,0,0
00-0040177,2026,2,SF,MIA,RB,8.0,53.333333333333336,,22,0,21,0,0,0,181,4,27,15,0,0,,5.0,0.0,7.0,0.0,5.0,0,0,0,0
00-0040187,2026,2,CAR,ATL,TE,38.0,65.51724137931035,,36,1,32,1,13,-1,291,0,22,0,0,0,0.0,17.0,,7.0,,0.0,0,0,0,0
00-0040189,2026,2,LAC,LV,TE,30.0,68.18181818181819,,27,2,26,2,18,18,261,0,32,0,0,0,1.0,1.0,,3.0,,2.0,0,1,0,1
00-0040198,2026,2,MIA,SF,RB,11.0,57.89473684210526,,23,0,23,0,0,0,169,3,28,7,0,0,,4.0,1.0,8.0,0.0,1.0,0,0,0,0
00-0040236,2026,2,CHI,MIN,RB,25.0,73.52941176470588,,35,2,30,2,11,1,165,10,31,47,0,0,1.0,10.0,2.0,5.0,0.0,1.0,0,0,0,0
00-0040237,2026,2,TB,CLE,WR,19.0,65.51724137931035,,34,4,33,1,49,152,413,0,25,0,0,0,1.0,9.0,,4.0,,0.0,0,0,0,0
00-0040238,2026,2,JAX,DEN,RB,9.0,60.0,,29,1,28,0,0,4,290,0,24,0,0,0,1.0,3.0,,3.0,,2.0,0,0,0,0
00-0040242,2026,2,WAS,DAL,RB,26.0,70.27027027027027,,35,1,34,1,5,-1,361,12,32,43,0,0,0.0,6.0,1.0,5.0,0.0,1.0,0,0,0,0
00-0040363,2026,2,BUF,DET,TE,6.0,75.0,,31,0,28,0,0,0,248,0,36,0,0,0,,4.0,,7.0,,4.0,0,0,0,0
00-0040466,2026,2,CLE,TB,RB,11.0,57.89473684210526,,30,1,30,1,7,-4,108,2,23,4,0,0,0.0,5.0,0.0,1.0,0.0,0.0,0,0,0,0
00-0040506,2026,2,MIN,CHI,WR,26.0,52.0,,20,1,19,0,0,2,162,0,28,0,0,0,0.0,1.0,,0.0,,0.0,0,0,0,0
00-0040556,2026,2,NE,PIT,RB,4.0,57.14285714285714,,22,0,21,0,0,0,193,2,28,0,0,0,,3.0,0.0,0.0,0.0,0.0,0,0,0,0
00-0040563,2026,2,NE,PIT,WR,10.0,55.55555555555556,,22,1,21,1,-2,-2,193,0,28,0,0,0,0.0,3.0,,0.0,,0.0,0,0,0,0
00-0040582,2026,2,NYJ,GB,WR,1.0,100.0,,41,0,36,0,0,0,255,0,27,0,0,0,,6.0,,2.0,,1.0,0,0,0,0
00-0040583,2026,2,HOU,CIN,RB,38.0,79.16666666666667,,55,6,50,5,27,11,459,8,18,8,0,0,2.0,8.0,1.0,2.0,0.0,0.0,0,0,0,0
00-0040584,2026,2,TEN,PHI,TE,46.0,52.87356321839081,,20,2,17,2,13,-1,113,0,29,0,0,0,1.0,3.0,,11.0,,4.0,0,0,0,0
00-0040590,2026,2,LA,NYG,WR,43.0,62.31884057971015,,31,2,30,1,12,23,331,0,28,0,0,0,0.0,4.0,,2.0,,0.0,0,0,0,0
00-0040646,2026,2,KC,IND,WR,12.0,80.0,,47,2,43,2,6,1,247,0,28,0,0,0,1.0,10.0,,5.0,,3.0,0,1,0,1
00-0040663,2026,2,CLE,TB,TE,50.0,58.139534883720934,,30,6,30,5,54,24,108,0,23,0,0,0,0.0,5.0,,1.0,,0.0,0,0,0,0
00-0040666,2026,2,LAC,LV,RB,43.0,68.25396825396825,,27,2,26,2,21,-8,261,23,32,94,0,0,0.0,1.0,2.0,3.0,1.0,2.0,1,0,0,1
00-0040667,2026,2,GB,NYJ,WR,51.0,59.30232558139535,,29,6,29,4,58,80,216,0,18,0,0,0,0.0,3.0,,5.0,,0.0,0,0,0,0
00-0040669,2026,2,DET,BUF,WR,49.0,65.33333333333333,,38,5,38,2,26,81,337,0,20,0,0,0,1.0,7.0,,4.0,,0.0,0,0,0,0
00-0040676,2026,2,TEN,PHI,QB,53.0,53.0,,20,0,17,0,0,0,113,4,29,7,20,183,,3.0,4.0,11.0,3.0,4.0,2,0,0,1
00-0040691,2026,2,NYG,LA,QB,7.0,58.333333333333336,,32,0,32,0,0,0,341,0,21,0,5,20,,1.0,,3.0,,1.0,0,0,0,0
00-0040705,2026,2,TEN,PHI,WR,2.0,50.0,,20,0,17,0,0,0,113,0,29,0,0,0,,3.0,,11.0,,4.0,0,0,0,0
00-0040715,2026,2,NYG,LA,RB,34.0,57.6271186440678,,32,4,32,4,19,-4,341,12,21,36,0,0,0.0,1.0,1.0,3.0,0.0,1.0,0,0,0,0
00-0040719,2026,2,JAX,DEN,RB,30.0,58.8235294117647,,29,2,28,2,-3,-8,290,13,24,65,0,0,1.0,3.0,2.0,3.0,1.0,2.0,1,0,0,1
00-0040727,2026,2,LAC,LV,WR,56.0,68.29268292682927,,27,3,26,1,53,56,261,0,32,0,0,0,0.0,1.0,,3.0,,2.0,0,0,0,0
00-0040729,2026,2,LV,LAC,WR,34.0,62.96296296296296,,29,2,29,2,25,18,283,0,29,0,0,0,0.0,3.0,,7.0,,4.0,0,0,0,0
00-0040734,2026,2,NE,PIT,RB,33.0,55.0,,22,0,21,0,0,0,193,16,28,76,0,0,,3.0,0.0,0.0,0.0,0.0,1,0,0,1
00-0040735,2026,2,CHI,MIN,WR,42.0,73.6842105263158,,35,7,30,3,32,87,165,0,31,0,0,0,2.0,10.0,,5.0,,1.0,0,0,0,0
00-0040737,2026,2,LA,NYG,TE,36.0,62.06896551724138,,31,9,30,6,54,54,331,0,28,0,0,0,1.0,4.0,,2.0,,0.0,0,1,0,1
00-0040739,2026,2,SEA,ARI,TE,15.0,71.42857142857143,,26,1,26,1,17,14,227,0,40,0,0,0,0.0,6.0,,15.0,,8.0,0,0,0,0
00-0040743,2026,2,NO,BAL,QB,68.0,68.0,,34,0,32,0,0,0,192,9,27,23,34,252,,3.0,4.0,6.0,2.0,3.0,1,0,1,1
00-0040782,2026,2,CLE,TB,WR,4.0,57.14285714285714,,30,1,30,1,10,7,108,0,23,0,0,0,0.0,5.0,,1.0,,0.0,0,0,0,0
00-0040784,2026,2,CLE,TB,RB,39.0,58.208955223880594,,30,5,30,5,27,-8,108,12,23,21,0,0,0.0,5.0,1.0,1.0,0.0,0.0,0,0,0,0
00-0040785,2026,2,CIN,HOU,WR,11.0,61.111111111111114,,31,1,31,0,0,-4,173,0,23,0,0,0,0.0,1.0,,1.0,,0.0,0,0,0,0
00-0040867,2026,2,PHI,TEN,WR,48.0,76.19047619047619,,37,1,34,1,14,13,303,1,32,-5,0,0,0.0,4.0,0.0,7.0,0.0,1.0,0,0,0,0
00-0040878,2026,2,LV,LAC,RB,12.0,63.1578947368421,,29,1,29,0,0,10,283,3,29,7,0,0,0.0,3.0,1.0,7.0,0.0,4.0,0,0,0,0
00-0040886,2026,2,TEN,PHI,RB,6.0,54.54545454545455,,20,0,17,0,0,0,113,4,29,10,0,0,,3.0,1.0,11.0,0.0,4.0,0,0,0,0
00-0040894,2026,2,LV,LAC,WR,8.0,61.53846153846153,,29,1,29,0,0,27,283,0,29,0,0,0,0.0,3.0,,7.0,,4.0,0,0,0,0
00-0040948,2026,2,GB,NYJ,WR,9.0,60.0,,29,0,29,0,0,0,216,0,18,0,0,0,,3.0,,5.0,,0.0,0,0,0,0
00-0041013,2026,2,KC,IND,RB,14.0,77.77777777777779,,47,2,43,2,20,-4,247,2,28,15,0,0,0.0,10.0,0.0,5.0,0.0,3.0,0,0,0,0
00-0041027,2026,2,ARI,SEA,RB,20.0,50.0,,28,3,26,3,16,0,96,9,17,29,0,0,0.0,2.0,2.0,3.0,0.0,0.0,0,0,0,0
00-0041032,2026,2,NYJ,GB,TE,27.0,75.0,,41,3,36,2,17,8,255,0,27,0,0,0,0.0,6.0,,2.0,,1.0,0,0,0,0
00-0041037,2026,2,CLE,TB,WR,54.0,58.064516129032256,,30,7,30,5,95,60,108,0,23,0,0,0,1.0,5.0,,1.0,,0.0,0,1,0,1
00-0041040,2026,2,WAS,DAL,WR,35.0,71.42857142857143,,35,3,34,3,24,16,361,0,32,0,1,0,0.0,6.0,,5.0,,1.0,0,0,0,0
00-0041041,2026,2,NO,BAL,TE,9.0,69.23076923076923,,34,1,32,1,8,7,192,0,27,0,0,0,0.0,3.0,,6.0,,3.0,0,0,0,0
00-0041042,2026,2,NYG,LA,WR,47.0,58.02469135802469,,32,6,32,2,30,131,341,0,21,0,0,0,0.0,1.0,,3.0,,1.0,0,0,0,0
00-0041044,2026,2,ATL,CAR,WR,14.0,70.0,,32,2,31,2,14,-7,147,0,32,0,0,0,0.0,,,,,,0,0,0,0
00-0041048,2026,2,TB,CLE,WR,48.0,64.86486486486487,,34,7,33,2,27,145,413,0,25,0,0,0,2.0,9.0,,4.0,,0.0,0,0,0,0
00-0041051,2026,2,CHI,MIN,WR,2.0,66.66666666666667,,35,0,30,0,0,0,165,0,31,0,0,0,,10.0,,5.0,,1.0,0,0,0,0
00-0041052,2026,2,SF,MIA,RB,17.0,51.515151515151516,,22,0,21,0,0,0,181,7,27,25,0,0,,5.0,2.0,7.0,0.0,5.0,0,0,0,0
00-0041067,2026,2,NO,BAL,WR,54.0,68.35443037974683,,34,1,32,1,8,8,192,0,27,0,0,0,0.0,3.0,,6.0,,3.0,0,0,0,0
00-0041069,2026,2,CIN,HOU,WR,10.0,58.8235294117647,,31,1,31,1,7,6,173,0,23,0,0,0,0.0,1.0,,1.0,,0.0,0,0,0,0
00-0041096,2026,2,WAS,DAL,RB,6.0,75.0,,35,0,34,0,0,0,361,5,32,24,0,0,,6.0,0.0,5.0,0.0,1.0,0,0,0,0
00-0041099,2026,2,NO,BAL,WR,2.0,66.66666666666667,,34,0,32,0,0,0,192,0,27,0,0,0,,3.0,,6.0,,3.0,0,0,0,0
00-0041100,2026,2,JAX,DEN,WR,10.0,58.8235294117647,,29,0,28,0,0,0,290,0,24,0,0,0,,3.0,,3.0,,2.0,0,0,0,0
00-0041104,2026,2,MIN,CHI,RB,2.0,50.0,,20,1,19,1,2,-7,162,0,28,0,0,0,0.0,1.0,,0.0,,0.0,0,0,0,0
00-0041125,2026,2,IND,KC,RB,4.0,66.66666666666667,,31,0,30,0,0,0,158,2,32,0,0,0,,4.0,0.0,6.0,0.0,2.0,0,0,0,0
00-0041132,2026,2,IND,KC,WR,3.0,60.0,,31,0,30,0,0,0,158,2,32,14,0,0,,4.0,0.0,6.0,0.0,2.0,0,0,0,0
00-0041194,2026,2,ATL,CAR,QB,29.0,69.04761904761905,,32,0,31,0,0,0,147,2,32,16,15,59,,,0.0,,0.0,,0,0,0,0
00-0041326,2026,2,NO,BAL,RB,20.0,68.96551724137932,,34,0,32,0,0,0,192,1,27,2,0,0,,3.0,0.0,6.0,0.0,3.0,0,0,0,0
00-0041395,2026,2,NE,PIT,TE,11.0,55.0,,22,1,21,1,30,25,193,0,28,0,0,0,0.0,3.0,,0.0,,0.0,0,0,0,0
00-0041397,2026,2,PIT,NE,WR,0.0,,,40,0,37,0,0,0,196,0,23,0,0,0,,2.0,,0.0,,0.0,0,0,0,0
00-0041436,2026,2,MIA,SF,RB,,,,23,3,23,1,18,36,169,0,28,0,0,0,0.0,4.0,,8.0,,1.0,0,0,0,0
00-0041438,2026,2,TEN,PHI,WR,40.0,53.333333333333336,,20,5,17,3,27,50,113,0,29,0,0,0,0.0,3.0,,11.0,,4.0,0,0,0,0
00-0041489,2026,2,PIT,NE,WR,55.0,69.62025316455696,,40,8,37,4,35,70,196,0,23,0,0,0,1.0,2.0,,0.0,,0.0,0,0,0,0
00-0041490,2026,2,PIT,NE,RB,0.0,,,40,0,37,0,0,0,196,0,23,0,0,0,,2.0,,0.0,,0.0,0,0,0,0
00-0041496,2026,2,DEN,JAX,RB,25.0,62.5,,31,3,29,3,19,0,270,10,28,39,0,0,0.0,5.0,3.0,6.0,1.0,4.0,1,0,0,1
00-0041512,2026,2,SEA,ARI,RB,24.0,70.58823529411764,,26,2,26,1,8,16,227,13,40,52,0,0,0.0,6.0,3.0,15.0,1.0,8.0,0,0,0,0
00-0041523,2026,2,MIA,SF,WR,51.0,59.30232558139535,,23,3,23,2,19,17,169,0,28,0,0,0,1.0,4.0,,8.0,,1.0,0,0,0,0
00-0041524,2026,2,MIA,SF,TE,28.0,59.57446808510639,,23,1,23,1,4,2,169,0,28,0,0,0,0.0,4.0,,8.0,,1.0,0,0,0,0
00-0041525,2026,2,MIA,SF,WR,24.0,58.53658536585366,,23,1,23,0,0,12,169,0,28,0,0,0,0.0,4.0,,8.0,,1.0,0,0,0,0
00-0041547,2026,2,CLE,TB,WR,38.0,57.57575757575757,,30,6,30,6,28,12,108,1,23,-6,0,0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,0,0
00-0041550,2026,2,LAC,LV,WR,12.0,66.66666666666667,,27,3,26,1,13,44,261,0,32,0,0,0,0.0,1.0,,3.0,,2.0,0,0,0,0
00-0041558,2026,2,CHI,MIN,TE,20.0,74.07407407407408,,35,3,30,1,9,16,165,0,31,0,0,0,1.0,10.0,,5.0,,1.0,0,0,0,0
